,camera,display,moire_degree,median,mean,path,std,min,max
41,S10,BLUE,3_color,159.61835,159.17215,images4/S10/BLUE/3_color/KakaoTalk_20220815_092958277_21.jpg,17.688015,11.603393,375.8174
42,S10,BLUE,4_rare,160.72066,160.37434,images4/S10/BLUE/4_rare/KakaoTalk_20220815_092958277_11.jpg,17.959543,19.527132,376.0926
43,S10,NOTE9,4_rare,143.28882,142.11922,images4/S10/NOTE9/4_rare/KakaoTalk_20220815_092958277_25.jpg,16.730114,2.5774922,376.07312
44,S10,NOTE9,5_none,143.64722,142.49083,images4/S10/NOTE9/5_none/KakaoTalk_20220815_092958277_26.jpg,16.631893,20.659004,376.14282
45,S10,NOTE9,5_none,144.14005,142.98642,images4/S10/NOTE9/5_none/KakaoTalk_20220815_092958277_27.jpg,16.58088,23.750107,376.14783
46,S10,NOTE9,5_none,143.60101,142.37872,images4/S10/NOTE9/5_none/KakaoTalk_20220815_092958277_28.jpg,16.523743,22.62365,376.19418
47,S10,NOTE9,5_none,138.1934,137.1118,images4/S10/NOTE9/5_none/KakaoTalk_20220815_092958277_29.jpg,17.574995,0.39292908,375.95752
48,S21,BLACK,1_dense_color,164.23253,163.76758,images4/S21/BLACK/1_dense_color/20220815_091312.jpg,16.482779,9.271801,376.04425
49,S21,BLACK,1_dense_color,167.1452,166.68788,images4/S21/BLACK/1_dense_color/20220815_091319.jpg,16.353321,46.551777,376.4626
50,S21,BLACK,1_dense_color,166.13007,165.8238,images4/S21/BLACK/1_dense_color/20220815_091322.jpg,16.724466,48.970356,375.93262
51,S21,BLACK,2_dense,159.64362,159.1445,images4/S21/BLACK/2_dense/20220815_091319(0).jpg,16.459854,41.96894,376.1691
52,S21,BLACK,2_dense,164.93152,164.26538,images4/S21/BLACK/2_dense/20220815_091321.jpg,15.860087,40.915993,375.83313
53,S21,BLACK,3_color,164.7792,164.33052,images4/S21/BLACK/3_color/20220815_091302.jpg,16.349457,39.08233,376.31213
54,S21,BLACK,3_color,161.41652,160.95024,images4/S21/BLACK/3_color/20220815_091304.jpg,16.421621,33.169174,376.1133
55,S21,BLACK,3_color,164.32956,163.8762,images4/S21/BLACK/3_color/20220815_091314.jpg,16.573095,18.521955,376.08823
56,S21,BLACK,3_color,163.7362,163.18524,images4/S21/BLACK/3_color/20220815_091318.jpg,16.249577,48.40139,376.0754
57,S21,BLACK,3_color,166.63142,166.43303,images4/S21/BLACK/3_color/20220815_091323.jpg,16.82312,33.0812,376.40704
58,S21,BLACK,3_color,163.84122,163.7067,images4/S21/BLACK/3_color/20220815_091328.jpg,16.968115,20.531746,376.10486
59,S21,BLACK,4_rare,154.74847,154.11653,images4/S21/BLACK/4_rare/20220815_091307.jpg,16.285957,27.528265,376.39178
60,S21,BLACK,4_rare,143.25415,141.62057,images4/S21/BLACK/4_rare/20220815_091315.jpg,15.040192,12.189761,376.68695
61,S21,BLACK,4_rare,144.77692,143.61942,images4/S21/BLACK/4_rare/20220815_091317.jpg,15.960192,17.6033,376.75378
62,S21,BLACK,5_none,138.50856,136.6155,images4/S21/BLACK/5_none/20220815_083819.jpg,13.571886,4.2688656,376.00354
63,S21,BLACK,5_none,146.53143,144.6022,images4/S21/BLACK/5_none/20220815_083828.jpg,13.239838,20.027277,374.69513
64,S21,NOTE9,4_rare,154.2711,153.2835,images4/S21/NOTE9/4_rare/20220815_091346.jpg,15.339816,11.896825,376.86893
65,S7,BLACK,2_dense,148.46748,148.39273,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092523588_08.jpg,19.056871,6.9816275,377.1833
66,S7,BLACK,2_dense,155.9036,155.89328,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092523588_09.jpg,19.919096,23.74344,376.9809
67,S7,BLACK,2_dense,153.69319,153.741,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787.jpg,19.836267,21.476418,376.4303
68,S7,BLACK,2_dense,164.00684,163.84372,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_01.jpg,18.025341,48.04619,376.34537
69,S7,BLACK,2_dense,162.64885,162.44048,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_02.jpg,18.294611,33.022305,376.2903
70,S7,BLACK,2_dense,157.11737,156.79588,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_03.jpg,19.446348,19.6709,376.45523
71,S7,BLACK,2_dense,152.76193,152.72299,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_04.jpg,20.006039,12.464457,376.78604
72,S7,BLACK,2_dense,166.79984,166.7127,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_06.jpg,17.77897,32.311596,376.2311
73,S7,BLACK,2_dense,167.24652,167.01505,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_07.jpg,17.649261,41.20203,376.28558
74,S7,BLACK,2_dense,150.63179,150.68343,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_08.jpg,20.063028,0.33093277,376.81577
75,S7,BLACK,2_dense,155.5594,155.4682,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_09.jpg,19.854801,20.065487,376.19
76,S7,BLACK,2_dense,150.85355,150.98442,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_11.jpg,20.187172,26.094978,376.52542
77,S7,BLACK,2_dense,155.65948,155.47356,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_12.jpg,19.176441,27.186014,376.57425
78,S7,BLACK,2_dense,158.8671,158.74333,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_13.jpg,18.591818,11.387614,376.339
79,S7,BLACK,2_dense,146.97598,147.35728,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_14.jpg,19.560768,32.150406,376.68533
80,S7,BLACK,2_dense,162.6943,162.3664,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_15.jpg,18.138891,40.248608,376.68262
81,S7,BLACK,2_dense,156.09494,155.87033,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_16.jpg,19.345224,21.984295,376.66
82,S7,BLACK,2_dense,154.56964,154.50917,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_17.jpg,19.474382,25.02672,376.59283
83,S7,BLACK,2_dense,165.81885,165.66081,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_19.jpg,17.395908,27.764164,376.47153
84,S7,BLACK,2_dense,153.6984,153.72127,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_20.jpg,19.656658,20.43924,376.61777
85,S7,BLACK,2_dense,156.16443,156.02327,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_21.jpg,19.514774,23.71877,377.11224
86,S7,BLACK,2_dense,152.03117,151.94057,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_22.jpg,19.748318,17.392675,376.5821
87,S7,BLACK,2_dense,159.09575,158.87604,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_23.jpg,17.89309,40.78312,376.66418
88,S7,BLACK,2_dense,164.74481,164.51888,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092740787_24.jpg,17.552214,33.624596,376.45093
89,S7,BLACK,2_dense,156.08492,156.02827,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092745052.jpg,20.012444,17.36818,376.47092
90,S7,BLACK,2_dense,158.99901,158.89189,images4/S7/BLACK/2_dense/KakaoTalk_20220815_092745052_01.jpg,18.95572,8.0741825,376.33008
91,S7,BLACK,4_rare,140.54393,139.74652,images4/S7/BLACK/4_rare/KakaoTalk_20220815_092740787_05.jpg,17.10694,3.7323143,377.0038
92,S7,BLACK,4_rare,143.32652,142.65024,images4/S7/BLACK/4_rare/KakaoTalk_20220815_092740787_10.jpg,17.465136,22.382372,376.78265
93,S7,BLACK,4_rare,140.3667,140.62141,images4/S7/BLACK/4_rare/KakaoTalk_20220815_092740787_18.jpg,19.460346,15.334135,377.0795
94,S7,BLUE,1_dense_color,141.92401,142.3877,images4/S7/BLUE/1_dense_color/KakaoTalk_20220815_092523588_05.jpg,19.9771,-18.805876,377.7757
95,S7,BLUE,1_dense_color,150.7449,150.92332,images4/S7/BLUE/1_dense_color/KakaoTalk_20220815_092523588_06.jpg,19.094591,31.076582,377.67566
96,S7,BLUE,2_dense,162.2613,161.1838,images4/S7/BLUE/2_dense/KakaoTalk_20220815_092523588_02.jpg,17.763027,35.648254,377.4338
97,S7,BLUE,2_dense,165.70547,165.07414,images4/S7/BLUE/2_dense/KakaoTalk_20220815_092523588_03.jpg,18.369858,34.971596,377.42978
98,S7,BLUE,2_dense,139.11774,139.28925,images4/S7/BLUE/2_dense/KakaoTalk_20220815_092523588_07.jpg,19.661945,-12.813252,377.7086
99,S7,NOTE9,4_rare,138.31178,138.05646,images4/S7/NOTE9/4_rare/KakaoTalk_20220815_092523588.jpg,18.349022,3.8685956,377.32407
100,S7,NOTE9,4_rare,129.50014,129.89093,images4/S7/NOTE9/4_rare/KakaoTalk_20220815_092523588_01.jpg,19.173405,-11.884151,377.32346
101,S7,NOTE9,4_rare,127.736626,127.8275,images4/S7/NOTE9/4_rare/KakaoTalk_20220815_092523588_28.jpg,18.432531,6.937743,377.48364
102,S7,NOTE9,4_rare,143.86963,143.47469,images4/S7/NOTE9/4_rare/KakaoTalk_20220815_092620144_03.jpg,18.206587,15.465755,377.26495
103,S7,NOTE9,4_rare,129.46436,129.10802,images4/S7/NOTE9/4_rare/KakaoTalk_20220815_092620144_07.jpg,17.925325,-16.141428,377.27188
104,S7,NOTE9,4_rare,127.40042,127.835106,images4/S7/NOTE9/4_rare/KakaoTalk_20220815_092620144_09.jpg,18.959333,0.11540194,377.43646
105,S7,NOTE9,4_rare,129.36703,129.78421,images4/S7/NOTE9/4_rare/KakaoTalk_20220815_092620144_10.jpg,19.216974,-3.2453606,377.32285
