,camera,display,moire_degree,median,mean,path,std,min,max
31,S10,BLUE,M,187.49757,187.43759,images/S10/BLUE/M/KakaoTalk_20220815_092958277_06.jpg,20.583471,25.888298,421.16193
32,S10,BLUE,M,188.16348,188.1088,images/S10/BLUE/M/KakaoTalk_20220815_092958277_07.jpg,20.570427,32.22759,421.14365
33,S10,BLUE,M,188.03748,188.00768,images/S10/BLUE/M/KakaoTalk_20220815_092958277_08.jpg,20.566542,34.28453,421.06232
34,S10,BLUE,M,193.80101,193.99213,images/S10/BLUE/M/KakaoTalk_20220815_092958277_09.jpg,20.221287,6.234292,420.65314
35,S10,BLUE,M,194.23453,194.4594,images/S10/BLUE/M/KakaoTalk_20220815_092958277_10.jpg,20.123728,48.274647,420.63434
36,S10,BLUE,M,183.54881,183.83382,images/S10/BLUE/M/KakaoTalk_20220815_092958277_11.jpg,20.979696,16.984253,420.8709
37,S10,BLUE,M,189.51056,189.6008,images/S10/BLUE/M/KakaoTalk_20220815_092958277_12.jpg,20.31904,25.853638,420.88336
38,S10,BLUE,M,188.7778,188.76228,images/S10/BLUE/M/KakaoTalk_20220815_092958277_13.jpg,20.234987,17.334263,420.89417
39,S10,BLUE,M,189.45012,189.47865,images/S10/BLUE/M/KakaoTalk_20220815_092958277_14.jpg,20.075193,34.612583,420.67017
40,S10,BLUE,M,193.49045,194.03934,images/S10/BLUE/M/KakaoTalk_20220815_092958277_15.jpg,20.128374,41.912964,420.6804
41,S10,BLUE,M,190.69403,190.91724,images/S10/BLUE/M/KakaoTalk_20220815_092958277_16.jpg,19.656376,35.021206,420.68576
42,S10,BLUE,M,190.24594,191.09914,images/S10/BLUE/M/KakaoTalk_20220815_092958277_20.jpg,20.4273,35.313538,420.82434
43,S10,BLUE,M,193.9105,194.32433,images/S10/BLUE/M/KakaoTalk_20220815_092958277_22.jpg,19.666275,47.16995,420.8706
44,S10,BLUE,M,192.54855,193.1085,images/S10/BLUE/M/KakaoTalk_20220815_092958277_23.jpg,19.806128,36.028637,420.64774
45,S10,BLUE,M,188.52078,189.37895,images/S10/BLUE/M/KakaoTalk_20220815_092958277_24.jpg,20.472395,27.952097,420.81592
46,S10,NOTE9,L,181.00273,182.21123,images/S10/NOTE9/L/KakaoTalk_20220815_092958277_25.jpg,22.22926,21.175552,420.22205
47,S10,NOTE9,L,180.23514,181.50087,images/S10/NOTE9/L/KakaoTalk_20220815_092958277_26.jpg,22.15849,22.364822,420.21664
48,S10,NOTE9,L,180.35759,181.60005,images/S10/NOTE9/L/KakaoTalk_20220815_092958277_27.jpg,22.10168,0.64348507,419.90417
49,S10,NOTE9,L,179.93456,180.9928,images/S10/NOTE9/L/KakaoTalk_20220815_092958277_28.jpg,21.865248,20.06829,420.38205
50,S10,NOTE9,L,176.79457,177.78659,images/S10/NOTE9/L/KakaoTalk_20220815_092958277_29.jpg,22.46011,16.10596,420.1221
51,S21,BLACK,H,183.69067,183.93538,images/S21/BLACK/H/20220815_091302.jpg,17.885204,38.198227,415.0211
52,S21,BLACK,H,183.5979,184.19156,images/S21/BLACK/H/20220815_091304.jpg,18.946547,24.570385,415.49802
53,S21,BLACK,H,181.4417,182.18028,images/S21/BLACK/H/20220815_091305.jpg,19.598486,14.330463,414.84836
54,S21,BLACK,H,184.97281,185.46362,images/S21/BLACK/H/20220815_091308.jpg,18.883121,29.546951,414.77036
55,S21,BLACK,H,184.74687,185.4388,images/S21/BLACK/H/20220815_091309.jpg,19.031206,28.416237,415.0315
56,S21,BLACK,H,182.03775,182.45633,images/S21/BLACK/H/20220815_091314.jpg,18.773603,43.01301,415.22244
57,S21,BLACK,H,178.35849,178.97784,images/S21/BLACK/H/20220815_091317.jpg,19.499943,20.472364,415.8598
58,S21,BLACK,H,183.41068,183.97083,images/S21/BLACK/H/20220815_091318.jpg,18.845121,34.053574,415.8907
59,S21,BLACK,H,185.12436,185.71332,images/S21/BLACK/H/20220815_091322.jpg,18.927502,10.071216,415.67966
60,S21,BLACK,H,180.35172,180.84074,images/S21/BLACK/H/20220815_091325.jpg,19.454948,-10.855374,415.0449
61,S21,BLACK,H,185.62479,186.16312,images/S21/BLACK/H/20220815_091328.jpg,18.899769,32.66176,415.4428
62,S21,BLACK,L,167.96112,166.53973,images/S21/BLACK/L/20220815_083819.jpg,14.687086,19.832087,418.43387
63,S21,BLACK,L,173.25056,171.89453,images/S21/BLACK/L/20220815_083828.jpg,14.7698145,18.21904,416.74152
64,S21,BLACK,M,171.79639,171.06157,images/S21/BLACK/M/20220815_091303.jpg,16.02375,25.992622,415.13428
65,S21,BLACK,M,178.3508,179.03265,images/S21/BLACK/M/20220815_091306.jpg,19.783928,25.489855,415.01755
66,S21,BLACK,M,180.95206,181.57732,images/S21/BLACK/M/20220815_091307.jpg,19.494238,40.032967,415.5925
67,S21,BLACK,M,185.51042,186.08276,images/S21/BLACK/M/20220815_091311.jpg,18.512602,37.89744,414.8404
68,S21,BLACK,M,184.98334,185.5042,images/S21/BLACK/M/20220815_091312.jpg,18.88703,31.87209,415.39536
69,S21,BLACK,M,170.28,169.76738,images/S21/BLACK/M/20220815_091315.jpg,17.480593,-4.2168846,415.85236
70,S21,BLACK,M,184.51193,185.18556,images/S21/BLACK/M/20220815_091319(0).jpg,19.243015,25.663452,416.01852
71,S21,BLACK,M,183.51404,183.91571,images/S21/BLACK/M/20220815_091319.jpg,18.107721,38.64257,416.23584
72,S21,BLACK,M,180.8519,181.2801,images/S21/BLACK/M/20220815_091321.jpg,18.760998,31.077269,415.78983
73,S21,BLACK,M,186.1847,186.72112,images/S21/BLACK/M/20220815_091323.jpg,18.48822,25.144428,415.33026
74,S21,BLUE,H,182.6854,182.76582,images/S21/BLUE/H/20220815_091443.jpg,17.670252,30.046862,414.76886
75,S21,BLUE,H,188.52316,188.9065,images/S21/BLUE/H/20220815_091458.jpg,18.640642,30.796825,414.07538
76,S21,BLUE,H,187.53194,187.68544,images/S21/BLUE/H/20220815_091518.jpg,18.385515,27.789978,413.93976
77,S21,BLUE,M,178.42285,178.39644,images/S21/BLUE/M/20220815_091445.jpg,17.459797,43.03926,414.90985
78,S21,BLUE,M,185.58401,185.64873,images/S21/BLUE/M/20220815_091446.jpg,17.726929,26.551102,415.0526
79,S21,BLUE,M,177.95978,178.02234,images/S21/BLUE/M/20220815_091447.jpg,17.721956,18.628712,414.82947
80,S21,BLUE,M,185.4581,185.64746,images/S21/BLUE/M/20220815_091455.jpg,18.595848,34.87323,414.35315
81,S21,BLUE,M,173.56203,173.20197,images/S21/BLUE/M/20220815_091501.jpg,18.234306,6.7097564,414.33746
82,S21,BLUE,M,179.30592,179.53273,images/S21/BLUE/M/20220815_091502.jpg,18.734344,28.479786,414.42563
83,S21,BLUE,M,181.07599,181.2853,images/S21/BLUE/M/20220815_091503.jpg,18.49008,33.312916,414.76303
84,S21,NOTE9,H,181.10435,181.25058,images/S21/NOTE9/H/20220815_091411.jpg,17.650593,21.717207,414.95316
85,S21,NOTE9,H,181.17438,181.23697,images/S21/NOTE9/H/20220815_091414.jpg,17.458254,27.85248,414.51126
86,S21,NOTE9,H,179.91364,179.97256,images/S21/NOTE9/H/20220815_091416.jpg,17.426216,30.595367,414.60028
87,S21,NOTE9,H,180.02736,180.0419,images/S21/NOTE9/H/20220815_091420(0).jpg,17.41511,2.7231958,414.58237
88,S21,NOTE9,H,179.7245,179.6884,images/S21/NOTE9/H/20220815_091420.jpg,17.303188,22.423016,414.68073
89,S21,NOTE9,H,178.39641,178.62206,images/S21/NOTE9/H/20220815_091425.jpg,18.59982,27.673586,415.35526
90,S21,NOTE9,M,172.19376,172.22296,images/S21/NOTE9/M/20220815_091346.jpg,17.907661,3.3367348,415.4468
91,S21,NOTE9,M,176.97098,176.74287,images/S21/NOTE9/M/20220815_091348.jpg,16.832474,18.875925,415.65338
92,S21,NOTE9,M,171.95277,171.94684,images/S21/NOTE9/M/20220815_091349(0).jpg,17.879845,25.508844,416.52258
93,S21,NOTE9,M,176.00275,175.95027,images/S21/NOTE9/M/20220815_091349.jpg,17.86052,14.577231,416.30695
94,S21,NOTE9,M,176.7129,176.47586,images/S21/NOTE9/M/20220815_091350.jpg,16.898455,15.975356,416.51035
95,S21,NOTE9,M,175.72348,175.38902,images/S21/NOTE9/M/20220815_091351.jpg,16.687218,22.610481,416.47736
96,S21,NOTE9,M,174.14052,174.66133,images/S21/NOTE9/M/20220815_091352.jpg,18.81238,21.459805,416.15463
97,S21,NOTE9,M,174.56958,174.2007,images/S21/NOTE9/M/20220815_091357.jpg,16.668999,43.388996,416.3295
98,S21,NOTE9,M,172.75613,172.0704,images/S21/NOTE9/M/20220815_091358.jpg,16.10156,23.608273,415.7506
99,S21,NOTE9,M,178.46013,178.4479,images/S21/NOTE9/M/20220815_091359.jpg,17.305908,10.292948,416.13623
100,S21,NOTE9,M,177.14311,176.83167,images/S21/NOTE9/M/20220815_091400.jpg,16.85794,26.597212,415.50693
101,S21,NOTE9,M,177.70702,178.43143,images/S21/NOTE9/M/20220815_091401(0).jpg,19.158834,21.959507,415.19952
102,S21,NOTE9,M,176.132,176.70827,images/S21/NOTE9/M/20220815_091401.jpg,19.018246,21.358475,415.07397
103,S21,NOTE9,M,178.06458,178.63399,images/S21/NOTE9/M/20220815_091404.jpg,19.086817,20.98803,415.2174
104,S21,NOTE9,M,173.36273,173.54517,images/S21/NOTE9/M/20220815_091405.jpg,18.568085,25.725704,415.59088
105,S21,NOTE9,M,175.62444,175.93602,images/S21/NOTE9/M/20220815_091406.jpg,18.620834,22.667658,415.1714
106,S21,NOTE9,M,176.81308,176.55722,images/S21/NOTE9/M/20220815_091407.jpg,16.809803,15.822429,415.22733
107,S21,NOTE9,M,178.14442,177.83711,images/S21/NOTE9/M/20220815_091409.jpg,16.756838,12.708488,415.00745
108,S21,NOTE9,M,180.12938,180.34279,images/S21/NOTE9/M/20220815_091416(0).jpg,17.688293,13.9617815,414.5304
109,S21,NOTE9,M,177.51697,177.64429,images/S21/NOTE9/M/20220815_091417.jpg,17.612059,17.294243,414.5788
110,S21,NOTE9,M,169.38315,169.75284,images/S21/NOTE9/M/20220815_091423.jpg,19.055939,28.223331,415.79382
111,S21,NOTE9,M,177.8211,178.0196,images/S21/NOTE9/M/20220815_091424.jpg,18.525824,25.051096,415.4483
112,S21,NOTE9,M,175.91605,175.86813,images/S21/NOTE9/M/20220815_091427.jpg,18.168673,28.853535,415.43872
113,S7,BLACK,H,186.23303,186.91266,images/S7/BLACK/H/KakaoTalk_20220815_092740787_13.jpg,20.563395,12.058317,422.59723
114,S7,BLACK,H,184.2064,185.0412,images/S7/BLACK/H/KakaoTalk_20220815_092740787_17.jpg,20.91171,29.916494,422.7252
115,S7,BLACK,H,190.00903,190.44675,images/S7/BLACK/H/KakaoTalk_20220815_092740787_19.jpg,19.032581,41.315228,423.3343
116,S7,BLACK,H,183.2684,184.06528,images/S7/BLACK/H/KakaoTalk_20220815_092740787_20.jpg,20.847458,41.544323,422.5893
117,S7,BLACK,L,168.28763,170.29428,images/S7/BLACK/L/KakaoTalk_20220815_092523588_08.jpg,23.19363,8.385351,420.8664
118,S7,BLACK,L,169.51321,169.80498,images/S7/BLACK/L/KakaoTalk_20220815_092740787_05.jpg,19.681694,19.231487,423.12268
119,S7,BLACK,L,170.10109,170.53062,images/S7/BLACK/L/KakaoTalk_20220815_092740787_10.jpg,19.981777,23.443966,423.26398
120,S7,BLACK,L,182.11572,182.75577,images/S7/BLACK/L/KakaoTalk_20220815_092740787_21.jpg,21.39817,16.193329,423.11346
121,S7,BLACK,M,182.19499,183.35202,images/S7/BLACK/M/KakaoTalk_20220815_092523588_09.jpg,22.252598,24.628521,420.14978
122,S7,BLACK,M,182.00748,183.16928,images/S7/BLACK/M/KakaoTalk_20220815_092523588_10.jpg,21.990698,29.710875,418.3157
123,S7,BLACK,M,181.30704,182.57199,images/S7/BLACK/M/KakaoTalk_20220815_092523588_11.jpg,22.06932,17.428408,418.38647
124,S7,BLACK,M,175.83076,177.3911,images/S7/BLACK/M/KakaoTalk_20220815_092523588_12.jpg,22.20472,36.10062,418.36838
125,S7,BLACK,M,176.4548,178.0664,images/S7/BLACK/M/KakaoTalk_20220815_092523588_13.jpg,22.375225,-5.334478,418.0858
126,S7,BLACK,M,186.04095,187.0523,images/S7/BLACK/M/KakaoTalk_20220815_092740787.jpg,21.224266,33.10281,422.05658
127,S7,BLACK,M,185.41489,186.27478,images/S7/BLACK/M/KakaoTalk_20220815_092740787_01.jpg,20.862162,25.415337,422.6692
128,S7,BLACK,M,182.41196,183.28827,images/S7/BLACK/M/KakaoTalk_20220815_092740787_02.jpg,21.33786,24.975616,422.27234
129,S7,BLACK,M,183.92708,184.82751,images/S7/BLACK/M/KakaoTalk_20220815_092740787_03.jpg,21.141079,8.9432125,422.11124
130,S7,BLACK,M,185.53476,186.5674,images/S7/BLACK/M/KakaoTalk_20220815_092740787_04.jpg,21.3428,25.468174,422.7262
131,S7,BLACK,M,188.03009,188.70164,images/S7/BLACK/M/KakaoTalk_20220815_092740787_06.jpg,20.484138,23.876192,422.68274
132,S7,BLACK,M,186.36423,186.95793,images/S7/BLACK/M/KakaoTalk_20220815_092740787_07.jpg,20.574144,32.460693,422.6567
133,S7,BLACK,M,184.0893,185.24715,images/S7/BLACK/M/KakaoTalk_20220815_092740787_08.jpg,21.689909,28.258514,422.7265
134,S7,BLACK,M,186.25522,187.17403,images/S7/BLACK/M/KakaoTalk_20220815_092740787_09.jpg,21.036373,29.2008,422.02625
135,S7,BLACK,M,185.05455,186.18147,images/S7/BLACK/M/KakaoTalk_20220815_092740787_11.jpg,21.71291,13.676452,422.5857
136,S7,BLACK,M,184.62038,185.65874,images/S7/BLACK/M/KakaoTalk_20220815_092740787_12.jpg,21.075962,36.450123,423.117
137,S7,BLACK,M,175.15236,176.46387,images/S7/BLACK/M/KakaoTalk_20220815_092740787_14.jpg,21.556194,22.532646,422.91016
138,S7,BLACK,M,187.90991,188.4169,images/S7/BLACK/M/KakaoTalk_20220815_092740787_15.jpg,20.404085,3.327247,422.8579
139,S7,BLACK,M,181.36595,182.1192,images/S7/BLACK/M/KakaoTalk_20220815_092740787_16.jpg,21.338692,17.677465,422.62027
140,S7,BLACK,M,174.13496,175.46765,images/S7/BLACK/M/KakaoTalk_20220815_092740787_18.jpg,21.898867,13.130861,423.1925
141,S7,BLACK,M,184.69919,185.73383,images/S7/BLACK/M/KakaoTalk_20220815_092740787_22.jpg,21.321917,34.477905,422.07495
142,S7,BLACK,M,181.52498,182.53009,images/S7/BLACK/M/KakaoTalk_20220815_092740787_23.jpg,21.142797,18.244846,422.951
143,S7,BLACK,M,184.83116,185.49911,images/S7/BLACK/M/KakaoTalk_20220815_092740787_24.jpg,20.455397,17.522331,423.08884
144,S7,BLACK,M,185.58752,186.63882,images/S7/BLACK/M/KakaoTalk_20220815_092745052.jpg,21.284119,37.269035,422.66312
145,S7,BLACK,M,186.18445,187.08669,images/S7/BLACK/M/KakaoTalk_20220815_092745052_01.jpg,21.132267,19.863033,422.3914
146,S7,BLUE,H,176.1931,176.98405,images/S7/BLUE/H/KakaoTalk_20220815_092523588_05.jpg,21.820583,1.7572786,419.7455
147,S7,BLUE,H,183.60184,183.90605,images/S7/BLUE/H/KakaoTalk_20220815_092523588_06.jpg,21.495882,35.838017,420.46362
148,S7,BLUE,L,184.9498,185.3735,images/S7/BLUE/L/KakaoTalk_20220815_092740787_26.jpg,21.06445,14.332277,422.0253
149,S7,BLUE,L,179.75272,180.8777,images/S7/BLUE/L/KakaoTalk_20220815_092740787_28.jpg,21.797676,34.561234,422.5018
150,S7,BLUE,M,176.9721,177.43622,images/S7/BLUE/M/KakaoTalk_20220815_092523588_02.jpg,21.275513,11.692089,420.35388
151,S7,BLUE,M,183.24327,183.47426,images/S7/BLUE/M/KakaoTalk_20220815_092523588_03.jpg,21.294514,35.51373,420.18896
152,S7,BLUE,M,175.21333,175.65921,images/S7/BLUE/M/KakaoTalk_20220815_092523588_07.jpg,21.663275,19.939177,421.03174
153,S7,BLUE,M,188.11728,188.91142,images/S7/BLUE/M/KakaoTalk_20220815_092620144_21.jpg,21.193247,39.47023,421.96713
154,S7,BLUE,M,186.62314,187.51071,images/S7/BLUE/M/KakaoTalk_20220815_092620144_22.jpg,21.2271,30.485516,422.44138
155,S7,BLUE,M,186.83926,187.50093,images/S7/BLUE/M/KakaoTalk_20220815_092620144_23.jpg,21.018051,28.285603,421.8542
156,S7,BLUE,M,192.84883,193.21674,images/S7/BLUE/M/KakaoTalk_20220815_092620144_24.jpg,20.30281,52.969078,423.77338
157,S7,BLUE,M,187.22795,187.99043,images/S7/BLUE/M/KakaoTalk_20220815_092620144_25.jpg,21.222866,22.651491,422.16492
158,S7,BLUE,M,185.69594,186.67099,images/S7/BLUE/M/KakaoTalk_20220815_092620144_26.jpg,21.06288,34.818058,422.76047
159,S7,BLUE,M,191.1802,191.62857,images/S7/BLUE/M/KakaoTalk_20220815_092620144_27.jpg,20.408947,-6.1753135,422.69794
160,S7,BLUE,M,190.01648,190.622,images/S7/BLUE/M/KakaoTalk_20220815_092620144_28.jpg,20.650938,35.611534,423.60397
161,S7,BLUE,M,185.75839,186.60529,images/S7/BLUE/M/KakaoTalk_20220815_092620144_29.jpg,21.085106,28.830755,422.66827
162,S7,BLUE,M,183.54837,184.1086,images/S7/BLUE/M/KakaoTalk_20220815_092740787_25.jpg,20.912243,24.797525,422.44196
163,S7,BLUE,M,188.67249,189.08582,images/S7/BLUE/M/KakaoTalk_20220815_092740787_27.jpg,20.926783,42.992134,421.32233
164,S7,BLUE,M,186.95998,187.40446,images/S7/BLUE/M/KakaoTalk_20220815_092740787_29.jpg,21.019604,29.21196,422.40494
165,S7,NOTE9,H,190.52512,190.35599,images/S7/NOTE9/H/KakaoTalk_20220815_092523588_24.jpg,19.730024,35.747448,424.6591
166,S7,NOTE9,H,179.75983,180.42133,images/S7/NOTE9/H/KakaoTalk_20220815_092523588_25.jpg,20.377764,10.117691,424.08734
167,S7,NOTE9,H,174.63966,174.78337,images/S7/NOTE9/H/KakaoTalk_20220815_092620144_05.jpg,19.044146,26.652729,423.86508
168,S7,NOTE9,H,188.86644,188.84045,images/S7/NOTE9/H/KakaoTalk_20220815_092620144_06.jpg,19.668215,26.846375,423.52173
169,S7,NOTE9,H,189.65315,189.57321,images/S7/NOTE9/H/KakaoTalk_20220815_092620144_08.jpg,19.789799,38.366196,423.94495
170,S7,NOTE9,H,189.36331,189.33905,images/S7/NOTE9/H/KakaoTalk_20220815_092620144_20.jpg,20.0747,35.29343,422.9588
171,S7,NOTE9,L,170.97198,172.09712,images/S7/NOTE9/L/KakaoTalk_20220815_092523588.jpg,21.51064,3.0258968,421.77493
172,S7,NOTE9,L,164.70605,167.09837,images/S7/NOTE9/L/KakaoTalk_20220815_092523588_01.jpg,23.562035,21.5663,420.66992
173,S7,NOTE9,L,160.52322,161.87689,images/S7/NOTE9/L/KakaoTalk_20220815_092523588_28.jpg,21.75337,9.4994135,420.99774
174,S7,NOTE9,L,179.58986,180.60391,images/S7/NOTE9/L/KakaoTalk_20220815_092523588_29.jpg,21.67862,22.261578,422.39914
175,S7,NOTE9,L,178.01424,179.35669,images/S7/NOTE9/L/KakaoTalk_20220815_092620144_02.jpg,21.779177,-0.18983528,419.82254
176,S7,NOTE9,L,175.86725,177.04462,images/S7/NOTE9/L/KakaoTalk_20220815_092620144_03.jpg,21.524677,20.704044,421.34998
177,S7,NOTE9,L,172.30278,173.10464,images/S7/NOTE9/L/KakaoTalk_20220815_092620144_04.jpg,20.986568,15.565729,421.00354
178,S7,NOTE9,L,161.11389,161.89455,images/S7/NOTE9/L/KakaoTalk_20220815_092620144_07.jpg,20.76992,10.950428,424.33832
179,S7,NOTE9,L,164.81787,167.27844,images/S7/NOTE9/L/KakaoTalk_20220815_092620144_09.jpg,23.490452,-7.8566065,420.95258
180,S7,NOTE9,L,164.76639,166.81932,images/S7/NOTE9/L/KakaoTalk_20220815_092620144_10.jpg,22.851723,13.41095,421.13373
181,S7,NOTE9,L,178.24496,179.65065,images/S7/NOTE9/L/KakaoTalk_20220815_092620144_11.jpg,22.375866,11.179103,420.52966
182,S7,NOTE9,L,173.79193,173.5205,images/S7/NOTE9/L/KakaoTalk_20220815_092620144_15.jpg,18.839891,24.10534,424.42804
183,S7,NOTE9,M,182.50055,182.71436,images/S7/NOTE9/M/KakaoTalk_20220815_092523588_15.jpg,19.135305,41.812916,422.25018
184,S7,NOTE9,M,176.28732,176.51176,images/S7/NOTE9/M/KakaoTalk_20220815_092523588_16.jpg,18.886372,3.7234793,422.36218
185,S7,NOTE9,M,185.81667,186.186,images/S7/NOTE9/M/KakaoTalk_20220815_092523588_17.jpg,20.407652,22.78624,423.9244
186,S7,NOTE9,M,178.66402,179.18184,images/S7/NOTE9/M/KakaoTalk_20220815_092523588_18.jpg,19.286789,23.705204,422.6198
187,S7,NOTE9,M,181.48378,182.32599,images/S7/NOTE9/M/KakaoTalk_20220815_092523588_19.jpg,20.383434,35.105816,424.38855
188,S7,NOTE9,M,188.07428,188.15538,images/S7/NOTE9/M/KakaoTalk_20220815_092523588_20.jpg,20.080462,19.921959,424.48135
189,S7,NOTE9,M,187.96924,188.02292,images/S7/NOTE9/M/KakaoTalk_20220815_092523588_21.jpg,20.124464,32.971058,424.42538
190,S7,NOTE9,M,187.48907,187.54845,images/S7/NOTE9/M/KakaoTalk_20220815_092523588_22.jpg,20.150639,23.447325,424.33743
191,S7,NOTE9,M,176.92644,177.75356,images/S7/NOTE9/M/KakaoTalk_20220815_092523588_23.jpg,20.258738,-1.0902749,424.49677
192,S7,NOTE9,M,171.90295,172.2611,images/S7/NOTE9/M/KakaoTalk_20220815_092523588_26.jpg,20.74914,3.5235476,424.09827
193,S7,NOTE9,M,182.05124,182.43091,images/S7/NOTE9/M/KakaoTalk_20220815_092523588_27.jpg,20.582903,-0.87069327,423.49625
194,S7,NOTE9,M,187.22198,187.87836,images/S7/NOTE9/M/KakaoTalk_20220815_092620144.jpg,21.659718,35.89764,422.13513
195,S7,NOTE9,M,176.60721,176.32454,images/S7/NOTE9/M/KakaoTalk_20220815_092620144_12.jpg,18.628584,22.368317,423.60904
196,S7,NOTE9,M,175.22102,174.61371,images/S7/NOTE9/M/KakaoTalk_20220815_092620144_13.jpg,17.391626,8.164249,423.50238
197,S7,NOTE9,M,176.26434,175.96266,images/S7/NOTE9/M/KakaoTalk_20220815_092620144_14.jpg,18.485424,-1.9257365,424.36337
198,S7,NOTE9,M,175.9607,175.54723,images/S7/NOTE9/M/KakaoTalk_20220815_092620144_16.jpg,19.192272,22.260406,424.36157
199,S7,NOTE9,M,175.36557,175.00009,images/S7/NOTE9/M/KakaoTalk_20220815_092620144_17.jpg,19.277502,15.58013,424.31305
200,S7,NOTE9,M,173.40686,173.00021,images/S7/NOTE9/M/KakaoTalk_20220815_092620144_18.jpg,18.552896,15.041958,423.9648
